dataset_id,dataset_title,method_key,method,stage_dir,n,value
wear,WEAR,logistic,"Logistic Probe
(baseline)",artifacts/datasets/wear/logistic_ce_backbone_C_1,13,0.960345015906826
wear,WEAR,logistic,"Logistic Probe
(baseline)",artifacts/datasets/wear/logistic_ce_backbone_C_1,14,0.9612848391467766
wear,WEAR,logistic,"Logistic Probe
(baseline)",artifacts/datasets/wear/logistic_ce_backbone_C_1,15,0.961899663152588
wear,WEAR,logistic,"Logistic Probe
(baseline)",artifacts/datasets/wear/logistic_ce_backbone_C_1,16,0.962222233446844
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,0,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,1,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,2,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,3,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,4,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,5,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,6,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,7,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,8,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,9,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,10,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,12,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,14,0.6027334622763059
harth,HARTH,fixed,"Prior Proto
(ours)",artifacts/datasets/harth/prior_euclidean,16,0.6027334622763059
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,0,0.6027334622763059
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,1,0.9371428295089717
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,2,0.9372119752792012
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,3,0.9398832110965176
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,4,0.941165289630831
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,5,0.9419296601876084
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,6,0.9417223300671154
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,7,0.9416252318364434
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,8,0.942086099496743
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,9,0.9414595882577398
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,10,0.941876190588712
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,11,0.9413461741181376
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,12,0.9409844134555236
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,13,0.9407396844434548
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,14,0.9399791320188716
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,15,0.9399022587551652
harth,HARTH,bayesian,"MAP Proto
(ours)",artifacts/datasets/harth/map_euclidean,16,0.9398242350742294
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,0,0.6027334622763059
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,1,0.9100408388259678
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,2,0.9300282451819216
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,3,0.9362980317211324
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,4,0.93941099651946
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,5,0.9403052448315516
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,6,0.940745324074296
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,7,0.9404050915429636
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,8,0.9412135833617622
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,9,0.9407263097259916
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,10,0.9411502175040632
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,11,0.9406145255515086
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,12,0.9403751495021894
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,13,0.94031488938504
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,14,0.9394634673886996
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,15,0.939441717280812
harth,HARTH,support,"ProtoNet
(baseline)",artifacts/datasets/harth/protonet_euclidean,16,0.9392137933814566
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,0,0.6027334622763059
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,1,0.9115151685997211
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,2,0.9316664106877366
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,3,0.9377283858295296
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,4,0.9416058098677844
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,5,0.9426472291170276
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,6,0.9437028462140056
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,7,0.944245347198278
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,8,0.9449274238950104
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,9,0.9451651433676084
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,10,0.9463917246263874
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,11,0.946452268467478
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,12,0.9461400305556478
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,13,0.9467029544146404
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,14,0.9465444310253542
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,15,0.946427336303794
harth,HARTH,logistic,"Logistic Probe
(baseline)",artifacts/datasets/harth/logistic_ce_backbone_C_1,16,0.9464956012229744
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,0,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,1,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,2,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,3,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,4,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,5,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,6,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,7,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,8,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,9,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,10,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,12,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,14,0.7344810383865671
hapt,HAPT,fixed,"Prior Proto
(ours)",artifacts/datasets/hapt/prior_euclidean,16,0.7344810383865671
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,0,0.7344810383865671
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,1,0.9686810209021596
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,2,0.9697388324349208
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,3,0.9721602035944524
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,4,0.9725173186241196
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,5,0.9736738874614248
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,6,0.973563320692587
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,7,0.9750349470008842
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,8,0.9756649760644038
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,9,0.9759946644604552
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,10,0.976913450354402
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,11,0.9764696785056884
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,12,0.9777022925197062
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,13,0.9774731361065012
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,14,0.9772856031261448
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,15,0.9785216000272692
hapt,HAPT,bayesian,"MAP Proto
(ours)",artifacts/datasets/hapt/map_euclidean,16,0.9775043661897584
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,0,0.7344810383865671
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,1,0.9607537882644692
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,2,0.9721062054300604
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,3,0.9729909367747004
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,4,0.9727215374360892
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,5,0.9757007207364136
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,6,0.9746169557780772
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,7,0.9754151953178418
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,8,0.9759566880157852
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,9,0.9757439678595936
hapt,HAPT,support,"ProtoNet
(baseline)",artifacts/datasets/hapt/protonet_euclidean,10,0.9772416506737645
